storename,address_original,address_normalize[0],address_normalize[1],?????,url,?????,????,????,????????,??????????,????????,????????,??????,???????????,????,?????,????(??|??|???),?????(??|??|???),????(??|??|???),?????(??|??|???),???1????????,??,??,page,???
??????,?????????2328-43,na,na,6/26/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000205,na,?? ??,?? ??,"['?????????', '????????????(????)?????']","['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '?????????????', '????????', '??????????????', '????????????']",na,['??????'],"['??????', '???????']",1|1|-,na,na,3|3|-,23.1,na,na,17,
????????,????????1562-2,na,na,6/26/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000174,na,????,????,"['?????????', '?????????', '????????????(????)?????', '?????????']","['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '?????????????', '??????????????', '????????????']",na,['??????'],"['??????', '???????', '??????????????', '?????????????']",2|2|-,na,na,5|4|1,40,na,na,17,
??????,?????????678,na,na,8/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000206,na,?? ?,?? ?,['?????????'],na,na,na,"['????', '?????????????']",na,"['??(????????)', '??????']",['??????'],1|1|-,na,na,2|-|2,16,na,na,17,
??????,????????1124,na,na,6/3/2019,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000176,na,????,????,"['?????????', '?????????', '????????????', '???????????', '????????????(????)?????', '?????????']",na,na,na,"['????', '??????????????']",na,['??????'],"['??????', '???????']",1.2|1|0.2,na,na,1|1|-,18.5,na,na,17,
??????,????????1871-7,na,na,6/26/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000181,na,?? ??,?? ??,"['?????????', '????????????(????)?????']","['?????', '??????']",na,na,"['????', '???????', '?????????????', '??????????????']",na,na,['??????'],2|2|-,na,na,3|1|2,25,na,na,17,
??????????????,????????1005-2,na,na,6/26/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000700,na,?? ??,?? ??,['?????????'],"['?????', '??????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????', '??????????????']",na,na,"['??????', '???????']",1|1|-,na,na,2|2|-,20,na,na,17,
??????,?????????1094,na,na,8/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000204,na,?? ??,?? ??,"['?????????', '?????????', '???????????']",na,na,na,['??????????????'],na,['??????'],['??????'],2.1|2|0.1,na,na,2|2|-,32.4,na,na,17,
???????????,?????????1965,na,na,6/26/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000676,na,?? ??,?? ??,['?????????'],na,na,na,"['????', '?????????', '?????????????', '??????????????']",na,na,['??????'],1|1|-,na,na,3|2|1,20,na,na,17,
?????????,???????????582-6,na,na,5/16/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000237,na,????,????,['?????????'],na,na,na,"['????', '??????????????']",na,['??????'],na,1|1|-,na,na,3|-|2.7,18,na,na,17,
??????,???????????3081-10,na,na,6/1/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000236,na,?? ??,?? ??,['?????????'],['?????'],na,na,"['????', '?????????????', '????????', '??????????????', '????????????']",na,['??????'],"['??????', '???????']",1|1|-,na,na,0.5|-|0.5,15,na,na,17,
?????????,?????????????577,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000241,na,?? ?,?? ?,['?????????'],['?????'],na,na,"['????', '??????????????']",na,na,['???????'],1|1|-,na,na,na,15,na,na,17,
????,???????????1890,na,na,8/3/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=2190000326,na,???? ??? ??? ????,?? ??,['?????????'],na,na,na,"['????????', '????????????']",na,"['??(?????????????????)', '????????', '?????????', '??????']","['??????', '???????', '??????????????', '?????????????', '??????']",-|-|-,na,na,-|-|-,?????,na,na,17,
??????,???????????1588,na,na,6/6/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000243,na,????,????,['?????????'],['?????'],na,na,"['????', '??????????????']",na,['??????'],['???????'],2|1|1,na,na,4|1|3,29.6,na,na,17,
??????,?????????????1336,na,na,5/15/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000240,na,?????,?????,['?????????'],na,na,na,"['?????????????', '??????????????']",na,"['??(????????)', '??????']","['??????', '???????', '??????????????', '?????????????', '??????']",2|2|-,na,na,2|2|-,20,na,na,17,
??????,?????????????1246,na,na,5/19/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000239,na,????,????,['?????????'],na,na,na,['??????????????'],na,na,na,na,na,na,na,20,na,na,17,
??????,?????????5906,na,na,5/12/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000621,na,?? ?,?? ?,na,['?????'],na,na,['??????????????'],na,na,na,1|1|-,na,na,2|2|-,na,na,na,17,
?????????,?????????1874-1,na,na,5/12/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000255,na,????,????,['?????????'],['?????'],na,na,"['?????????????', '??????????????']",na,na,na,2|2|-,na,na,3|3|-,31.2,na,na,17,
??????,?????????273-1,na,na,5/22/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000256,na,????,????,['?????????'],"['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,1|-|1,15,na,na,17,
??????,?????????1720,na,na,6/30/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000259,na,????,????,"['?????????', '????????????(????)?????']",['?????'],na,na,"['????', '?????????????', '????????', '??????????????']",na,"['??(????????)', '??????']","['??????', '??????']",1|1|-,na,na,3|3|-,25,na,na,18,
??????,?????????8760-1,na,na,7/11/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000257,na,?? ??,?? ??,"['?????????', '?????????', '????????????', '???????????', '????????????(????)?????', '?????????']","['?????', '??????', '??????', '??????', '??·?·????????·??·?????']",na,na,"['????', '?????????????', '????????', '??????????????']",na,['??(?????????????????)'],na,1.2|1|0.2,na,na,na,11,na,na,18,
?????? ???,?????????700-7,na,na,7/11/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000258,na,????,????,"['?????????', '?????????', '????????????', '???????????', '????????????(????)?????', '?????????']","['?????', '??????', '??????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????????']",na,['??(?????????????????)'],na,1.2|1|0.2,na,na,na,10,na,na,18,
??????,?????????8267,na,na,6/14/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000263,na,?? ??,?? ??,['?????????'],"['?????', '??????']",na,na,"['????', '?????????????', '????????', '??????????????', '??????']",na,['??????'],['???????'],1|1|-,na,na,5|4|1,30,na,na,18,
??????,?????????8137-1,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000262,na,?? ??,?? ??,"['?????????', '????????????(????)?????']",na,na,na,"['????', '?????????????', '??????????????']",na,['??(?????????????????)'],['???????'],1|1|-,na,na,2|2|-,25,na,na,18,
?????????,?????????1326-10,na,na,6/13/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000508,na,?? ??,?? ??,['?????????'],"['?????', '??????']",na,na,"['????', '?????????????', '????????', '??????????????']",na,['??????'],['???????'],1|-|-,na,na,-|-|1,20,na,na,18,
??????,??????????1217,na,na,6/30/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000251,na,?? ??,?? ??,"['?????????', '?????????']",na,na,na,"['????', '??????????????']",na,na,na,2|1|1,na,na,1|1|-,4,na,na,18,
????????,???????????9-2,na,na,6/30/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000248,na,???,???,['?????????'],na,na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,3|3|-,18.2,na,na,18,
??????,???????????946-5,na,na,5/19/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000249,na,?? ?,?? ?,['?????????'],na,na,na,['????'],na,na,['???????'],1|1|-,na,na,2.5|2|0.5,30.8,na,na,18,
??????,??????????1525,na,na,6/14/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000252,na,????,????,['?????????'],na,na,na,"['????', '??????????????', '????????????']",na,"['??(?????????????????)', '??(????????)', '??????', '????????']",['??????'],1|1|0,na,na,-|-|-,3,na,na,18,
???????????,??????????1903,na,na,5/12/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000250,na,?? ??,?? ??,['?????????'],na,na,na,"['????', '??????????????']",na,na,na,2|2|-,na,na,1|1|-,10,na,na,18,
??????,???????????292-1,na,na,6/30/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000617,na,????,????,['?????????'],"['?????', '??????']",na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,1|1|-,na,na,na,18,
??????,???????????970,na,na,6/8/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000246,na,????,????,['?????????'],na,na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,1|-|1,12,na,na,18,
??????,??????????706,na,na,6/14/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000253,na,?? ?,?? ?,['?????????'],['?????'],na,na,"['??????????', '??????????????']",na,na,"['??????', '???????', '?????????????', '??????']",2|2|-,na,na,2|-|2,23.7,na,na,18,
???????????,????????1-8-1,na,na,6/12/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000360,na,????,????,['?????????'],"['?????', '??????']",na,na,['??????????????'],na,na,na,1|1|-,na,na,1|1|-,42.1,na,na,18,
?????·?????????,????????1-2-1,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000636,na,?? ??,?? ??,"['?????????', '?????????']",na,na,na,"['????', '?????????????', '????????', '??????????????']",na,na,na,1|1|-,na,na,3|3|-,28,na,na,18,
?????,????????7-33-14,na,na,9/26/2016,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000339,na,????,????,['?????????'],['?????'],na,na,"['????', '??????????????']",na,['??????'],na,1|1|-,na,na,1|1|-,16.3,na,na,18,
??????,????????2-3-7,na,na,6/12/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000341,na,????,????,['?????????'],na,na,na,"['????', '??????????????']",na,na,['??????'],3|3|-,na,na,2|1|1,20,na,na,18,
??????,????????879,na,na,6/8/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000350,na,????,????,['?????????'],['?????'],na,na,"['????', '??????????????']",na,na,['???????'],2|2|-,na,na,1|1|-,25,na,na,18,
??????,????????2-7-27,na,na,6/23/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000361,na,???,???,"['?????????', '????????????(????)?????']",['?????'],na,na,"['????', '????????????']",na,['??????'],na,1|-|-,na,na,1|-|-,10,na,na,18,
?????,??????5-12-13,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=2190001147,na,-,-,['?????????'],"['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '?????????????', '????????', '??????????????']",na,na,na,2|1|1,na,na,5|5|-,na,na,na,19,
????????,???????157,na,na,6/8/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000359,na,????,????,"['?????????', '?????????', '?????????']","['?????', '??????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????', '?????????????', '??????????????']",na,"['??(?????????????????)', '??????']","['??????', '???????', '??????????????', '??????']",1.5|1|0.2,na,na,4|2|1,37.5,na,na,19,
??????,????????1-7-12,na,na,6/23/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000343,na,?? ??,?? ??,['?????????'],"['?????', '??????', '??·?·????????·??·?????']",na,na,['????'],na,['??????'],"['??????', '???????', '??????']",2|2|-,na,na,1|1|-,na,na,na,19,
??????,????????2-24-5,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000358,na,????,????,['?????????'],"['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????????']",na,['??????'],"['??????', '???????']",1|1|-,na,na,2|1|1,38,na,na,19,
????,????????5-30-11,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000340,na,????,????,['?????????'],"['?????', '??????']",na,na,"['????', '??????????????']",na,"['??(????????)', '??????']","['??????', '???????', '??????']",1|1|-,na,na,1|1|-,19.8,na,na,19,
??????,????????8-21-18,na,na,5/31/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000337,na,?? ??,?? ??,['?????????'],na,na,na,"['????', '?????????????', '??????????????']",na,na,na,1|1|-,na,na,1|1|-,35,na,na,19,
????????,?????????2-2-11,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000353,na,????,????,['?????????'],na,na,na,['??????????????'],na,na,na,1|1|-,na,na,-|-|-,10,na,na,19,
??????,?????????2-2-24,na,na,5/31/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000333,na,?????,?????,na,na,na,na,"['????', '?????????????', '????????', '??????????????']",na,na,na,na,na,na,na,na,na,na,19,
??????,????????6-7-27,na,na,8/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000356,na,????,????,['?????????'],na,na,na,"['????', '??????????????']",na,na,"['??????', '???????']",1|1|-,na,na,3|2|1,17.5,na,na,19,
??????,????????3??33-1,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000345,na,???,???,['?????????'],"['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????????']",na,na,['??????'],1|1|-,na,na,na,10,na,na,19,
??????,????????1-3-12,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000336,na,????,????,['?????????'],"['?????', '??????']",na,na,"['????', '??????????????']",na,['??????'],"['??????', '???????']",2|2|-,na,na,2|2|-,25,na,na,19,
??????????,????????5??1?-23,na,na,5/31/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000647,na,?? ??,?? ??,['?????????'],['?????'],na,na,"['????', '?????????????', '????????', '??????????????']",na,na,na,na,na,na,na,na,na,na,19,
??????,????????70,na,na,6/8/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000357,na,????,????,na,na,na,na,"['????', '?????????????', '????????', '??????????????']",na,na,na,2|2|-,na,na,1|1|-,30.4,na,na,19,
??????,????????1-4-11,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000362,na,????,????,"['?????????', '?????????']","['?????', '??????']",na,na,"['????', '??????????????']",na,na,['??????'],1|1|-,na,na,na,28.4,na,na,19,
??????,????????4-10-33,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000348,na,?? ?,?? ?,['?????????'],['?????'],na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,2|2|-,15,na,na,19,
??????,??????1-7-16,na,na,6/15/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000334,na,?? ??,?? ??,['?????????'],na,na,na,['????'],na,na,['??????'],1|1|-,na,na,na,6.4,na,na,19,
????????,????????2-11-2,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000352,na,????,????,['?????????'],"['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????????', '????????????']",na,"['??(????????)', '??????']",['??????'],1|1|-,na,na,0.2|-|0.2,15,na,na,19,
???????,????????5??15-19,na,na,12/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000346,na,????,????,['?????????'],na,na,na,['????'],na,na,na,1|1|-,na,na,na,na,na,na,19,
????????,????????5-8-28,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000347,na,????,?? ??,['?????????'],na,na,na,['????'],na,na,na,1|1|-,na,na,1|-|1,9.5,na,na,19,
??????,???????????31?20,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000701,na,?? ?,-,na,na,na,na,['?????????????'],na,na,na,1|-|-,na,na,2|-|-,na,na,na,19,
?????? ????????,?????????7-11-1,na,na,6/26/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=1190000056,na,?????? ???,?? ????,"['?????????', '?????????', '????????????(????)?????', '?????????']","['?????', '??????', '??????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????', '????????????', '???????', '?????????????', '????????', '??????????????', '??????????????', '?????????', '???????', '????????????']",na,['??????'],"['??????', '???????', '??????????????', '?????????????', '??????']",1.2|1|0.2,na,na,2.8|1|1.8,?????,na,na,20,
??????????,????????8-8-8,na,na,6/15/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000342,na,??? ?,??? ?,['?????????'],"['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????????']",na,na,['??????'],1|1|-,na,na,2|2|-,40,na,na,20,
??????,????????4-7-22,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000338,na,????,????,"['?????????', '????????????(????)?????', '?????????']","['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????', '?????????????', '??????????????']",na,"['??(????????)', '??????', '????????', '??????????', '??????????????', '??????????????????????']","['??????', '???????', '?????????????', '??????']",3.4|3|0.4,na,na,3.5|1|2.5,20.6,na,na,20,
????????,????????9-34-12,na,na,6/15/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000344,na,?? ??,?? ??,['?????????'],na,na,na,"['????', '??????????????']",na,na,na,1.2|1|0.2,na,na,1.8|1|0.8,17.8,na,na,20,
??????,?????????1-1-24,na,na,2/7/2018,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000332,na,????,????,"['?????????', '????????????', '???????????']",['??????'],na,na,['??????????????'],na,na,na,1|1|-,na,na,1|1|-,10,na,na,20,
??(?)????,????????1-10-17,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000351,na,????,????,na,na,na,na,"['????', '??????????????']",na,"['??????', '????????']","['??????', '???????']",2|2|-,na,na,3|-|3,16,na,na,20,
??????,????????3-4-1,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000335,na,?? ??,?? ??,"['?????????', '?????????', '????????????(????)?????', '?????????']","['?????', '??????']",na,na,"['????', '??????????????']",na,"['??(????????)', '??????', '????????', '??????????????????????']","['??????', '???????', '?????????????']",1|1|-,na,na,5|3|2,20.5,na,na,20,
????????,?????????2-1-6,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000354,na,?? ??,?? ??,['?????????'],na,na,na,['??????????????'],na,['??????'],['???????'],1|1|-,na,na,na,30,na,na,20,
??????,?????6-12-6,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000406,na,?? ??,?? ??,['?????????'],"['?????', '??????', '??????']",na,na,"['????', '??????????????', '????????????']",na,na,na,1|1|-,na,na,1|1|-,18,na,na,20,
??????,?????3-3-25,na,na,5/31/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000408,na,?? ?,?? ?,['?????????'],"['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????????']",na,na,['??????'],2|2|-,na,na,2|2|-,21.2,na,na,20,
??????,??????1322-1,na,na,12/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000409,na,????,????,"['?????????', '?????????', '???????????', '????????????(????)?????', '?????????']","['?????', '??????', '??????', '??????', '??·?·????????·??·?????']",na,na,"['????', '??????????', '?????????????', '??????????????', '????????????']",na,"['??(????????)', '??????']",['??????'],2|1|1,na,na,1|1|-,20.3,na,na,20,
??????,?????2-1-10,na,na,6/12/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000400,na,???,???,['?????????'],na,na,na,['????'],na,na,na,2|-|-,na,na,na,14.9,na,na,20,
????????,?????3-4-17,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000612,na,?? ??,?? ??,['?????????'],['??????'],na,na,['??????????????'],na,na,na,1|1|-,na,na,3.4|3|0.4,25,na,na,20,
??????,?????2-2-22,na,na,6/8/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000404,na,????,????,['?????????'],na,na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,1|1|-,8,na,na,20,
????????,?????3-4-23,na,na,6/23/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000399,na,?? ?,?? ?,['?????????'],['??????'],na,na,"['????', '?????????????', '??????????????']",na,na,"['??????', '???????', '??????']",2|1|1,na,na,2|2|-,41,na,na,20,
??????,?????290-1,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000411,na,????,????,"['?????????', '????????????(????)?????', '?????????']",na,na,na,"['????', '?????????????', '????????', '??????????????']",na,"['??????', '????????', '??????????']","['??????', '???????']",1|1|-,na,na,2|1|1,23,na,na,20,
??????,?????4-1-7,na,na,8/11/2011,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000405,na,?????,?????,['?????????'],['?????'],na,na,['????'],na,['??????'],['??????'],1|1|-,na,na,na,25,na,na,20,
?????????,?????4-1-6,na,na,6/5/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000401,na,?? ?,?? ?,['?????????'],['?????'],na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,1|1|-,18,na,na,20,
??·??????????,????????1?55?,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=2190001096,na,?????? ???????? ?? ?? ??,?? ???,"['?????????', '????????????(????)?????', '?????????']",na,na,na,"['????', '?????????????', '????????', '??????????????', '????????????']",na,na,na,1|-|1,na,na,3|1|2,?????,na,na,20,
????????,?????1215-5,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000402,na,??? ?,??? ?,['?????????'],['?????'],na,na,"['????', '??????????????']",na,na,['??????'],1|1|-,na,na,5|4|1,40.7,na,na,20,
??????,?????1-8-5,na,na,7/7/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000407,na,?? ??,?? ??,['?????????'],na,na,na,"['????', '??????????????']",na,na,na,1|1|-,na,na,na,28,na,na,21,
??????,?????875-1,na,na,12/8/2022,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000403,na,????,????,"['?????????', '????????????(????)?????', '?????????']","['?????', '??????', '??????']",na,na,"['????', '?????????????', '??????????????']",na,"['??(????????)', '??????', '????????', '??????????']","['??????', '???????', '??????????????', '?????????????']",1|1|-,na,na,1.2|-|1.2,20.1,na,na,21,
??????????,????????1510-1,na,na,6/23/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000392,na,??????????,?? ??,"['?????????', '????????????(????)?????']","['?????', '??????', '??·?·????????·??·?????']",na,na,"['????', '?????????????', '??????????????']",na,"['??(????????)', '??????', '????????', '??????????']",na,3.5|1|2.5,na,na,5|4|1,70,na,na,21,
??????,????????261,na,na,6/23/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000398,na,?? ?,?? ?,['?????????'],na,na,na,"['????', '??????????????']",na,['??????'],['??????'],1|1|-,na,na,1|-|1,20,na,na,21,
??????,??????1-15-11,na,na,5/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=3190000390,na,?? ??,?? ??,['?????????'],na,na,na,['????'],na,na,['??????'],1|1|-,na,na,3|2|1,32.7,na,na,21,
????????????????,????????1225,na,na,6/29/2023,https://www.yamanashi-iryo.net/qq19/WP1610/RP161001BL?kikanDetailSearchInfo.kikanCd=1190000058,na,??? ?? ??,?? ?? ??,na,na,na,na,"['????', '?????????????', '????????', '??????????????', '??????????????', '?????????', '???????', '????????????']",na,"['??????', '???????????????????', '??????']","['??????', '???????', '??????????????', '?????????????', '??????']",0.6|-|0.6,na,na,0.9|-|0.9,?????,na,na,21,
